respondent_id,question,answer
R_006,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",disagree
R_006,New and advanced technology which would harm current industry is being suppressed.,neutral
R_006,The power held by heads of state is second to that of small unknown groups who really control world politics.,agree
R_006,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",disagree
R_006,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,disagree
R_006,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",agree
R_006,"A small, secret group of people is responsible for making all major decisions, such as going to war.",agree
R_006,Technology with mind-control capacities is used on people without their knowledge.,agree
R_006,Evidence of alien contact is being concealed from the public.,agree
R_006,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",agree
R_006,I see myself as someone who is reserved.,neutral
R_006,I see myself as someone who is generally trusting.,agree_a_little
R_006,I see myself as someone who tends to be lazy.,neutral
R_006,"I see myself as someone who is relaxed, handles stress well.",disagree_a_little
R_006,I see myself as someone who has few artistic interests.,neutral
R_006,"I see myself as someone who is outgoing, sociable.",neutral
R_006,I see myself as someone who tends to find fault with others.,neutral
R_006,I see myself as someone who does a thorough job.,agree_a_little
R_006,I see myself as someone who gets nervous easily.,disagree_a_little
R_006,I see myself as someone who has an active imagination.,disagree_a_little
R_006,Question 93,
R_006,Question 94,
R_006,Question 95,
R_006,Question 96,
R_006,Question 97,
R_007,UserID,6808ae5784077492cbea8f9a
R_007,Gender,Female
R_007,Region of Birth,Europe
R_007,Region of Residence,Europe
R_007,How long ago did you move to your current country of residence?,>10 years
R_007,Do you have children?,No
R_007,Education Level (Highest achieved or currently pursuing),High School Degree
R_007,Job Status,Unemployed
R_007,Job Role,
R_007,Job Level,
R_007,Topic(s) of interest,Culture HealthNutrition
R_007,Social Media Usage,0-1 hour/day
R_007,How concerned are you that policies to address global warming will increase your cost of living?,Somewhat concerned
R_007,How important is it to you that this country leads the world in new technologies and innovation?,Very important
R_007,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Strongly agree
R_007,"On social and political issues, where would you place yourself?",Moderate / Middle of the road
R_007,An ideal society requires some groups to be on top and others to be on the bottom.,Strongly oppose
R_007,Do you feel optimistic or pessimistic about the future?,Neither optimistic nor pessimistic
R_007,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Remain the same
R_007,Do you think that global warming is happening?,Yes
R_007,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_007,Which comes closest to your own view about what most scientists think?,There is a lot of disagreement among scientists about whether or not global warming is happening
R_007,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Somewhat agree
R_007,"In your opinion, when will global warming start to harm people in your country?",In 50 years
R_007,How much do you think global warming will harm plants and animal species?,A moderate amount
R_007,How much do you think global warming will harm future generations of people?,A moderate amount
R_007,How much do you think global warming will harm people in developing countries?,A moderate amount
